,Tên sản phẩm,Giá tiền,Mã sản phẩm,Thương Hiệu,Quốc gia đăng ký thương hiệu,Giới tính,Loại sản phẩm,Đường kính mặt,Chiều dày,Chất liệu vỏ,Chất liệu dây,Chất liệu mặt kính,Độ chịu nước,Nơi sản xuất,Bảo hành,Kiểu máy,Dành cho,Mã sản phâm
1565,LOBINNI,"2,960,000 VNĐ",L2073-3,LOBINNI,Thụy Sỹ,Nữ,Đồng hồ cơ (Automatic),34 mm,10.2 mm,Thép không gỉ 316L,Dây da cao cấp,Sapphire,5 ATM,Trung Quốc,24 tháng,,,
1566,LOBINNI,"2,960,000 VNĐ",L2073-4,LOBINNI,Thụy Sỹ,Nữ,Đồng hồ cơ (Automatic),34 mm,10.2 mm,Thép không gỉ 316L,Dây da cao cấp,Sapphire,5 ATM,Trung Quốc,24 tháng,,,
1567,LOBINNI,"2,960,000 VNĐ",L2073-5,LOBINNI,Thụy Sỹ,Nữ,Đồng hồ cơ (Automatic),34 mm,10.2 mm,Thép không gỉ 316L,Dây da cao cấp,Sapphire,5 ATM,Trung Quốc,24 tháng,,,
1568,LOBINNI,"2,960,000 VNĐ",L2073-6,LOBINNI,Thụy Sỹ,Nữ,Đồng hồ cơ (Automatic),34 mm,10.2 mm,Thép không gỉ 316L,Dây da cao cấp,Sapphire,5 ATM,Trung Quốc,24 tháng,,,
1569,LOBINNI,"3,350,000 VNĐ",L2071-1,LOBINNI,Thụy Sỹ,Nữ,Đồng hồ cơ (Automatic),34 mm,10.4 mm,Thép không gỉ 316L,Dây da cao cấp,Sapphire,5 ATM,Trung Quốc,24 tháng,,,
1570,LOBINNI,"3,350,000 VNĐ",L2071-2,LOBINNI,Thụy Sỹ,Nữ,Đồng hồ cơ (Automatic),34 mm,10.4 mm,Thép không gỉ 316L,Dây da cao cấp,Sapphire,5 ATM,Trung Quốc,24 tháng,,,
1571,LOBINNI,"4,750,000 VNĐ",L2067-1,LOBINNI,Thụy Sỹ,Nữ,Đồng hồ cơ (Automatic),36.5 mm,10.5 mm,Thép không gỉ 316L,Dây da cao cấp,Sapphire,5 ATM,Trung Quốc,24 tháng,,,
1572,LOBINNI,"4,750,000 VNĐ",L2067-2,LOBINNI,Thụy Sỹ,Nữ,Đồng hồ cơ (Automatic),36.5 mm,10.5 mm,Thép không gỉ 316L,Dây da cao cấp,Sapphire,5 ATM,Trung Quốc,24 tháng,,,
1573,LOBINNI,"4,750,000 VNĐ",L2067-3,LOBINNI,Thụy Sỹ,Nữ,Đồng hồ cơ (Automatic),36.5 mm,10.5 mm,Thép không gỉ 316L,Dây da cao cấp,Sapphire,5 ATM,Trung Quốc,24 tháng,,,
1574,LOBINNI,"4,750,000 VNĐ",L2067-4,LOBINNI,Thụy Sỹ,Nữ,Đồng hồ cơ (Automatic),36.5 mm,10.5 mm,Thép không gỉ 316L,Dây da cao cấp,Sapphire,5 ATM,Trung Quốc,24 tháng,,,
1575,LOBINNI,"4,950,000 VNĐ",L2067-5,LOBINNI,Thụy Sỹ,Nữ,Đồng hồ cơ (Automatic),36.5 mm,10.5 mm,Thép không gỉ 316L,Dây da cao cấp,Sapphire,5 ATM,Trung Quốc,24 tháng,,,
1576,LOBINNI,"4,950,000 VNĐ",L2067-6,LOBINNI,Thụy Sỹ,Nữ,Đồng hồ cơ (Automatic),36.5 mm,10.5 mm,Thép không gỉ 316L,Dây da cao cấp,Sapphire,5 ATM,Trung Quốc,24 tháng,,,
1577,LOBINNI,"4,950,000 VNĐ",L2067-7,LOBINNI,Thụy Sỹ,Nữ,Đồng hồ cơ (Automatic),36.5 mm,10.5 mm,Thép không gỉ 316L,Dây da cao cấp,Sapphire,5 ATM,Trung Quốc,24 tháng,,,
1578,LOBINNI,"4,950,000 VNĐ",L2067-8,LOBINNI,Thụy Sỹ,Nữ,Đồng hồ cơ (Automatic),36.5 mm,10.5 mm,Thép không gỉ 316L,Dây da cao cấp,Sapphire,5 ATM,Trung Quốc,24 tháng,,,
1579,LOBINNI,"3,650,000 VNĐ",L2008-1,LOBINNI,Thụy Sỹ,Nữ,Đồng hồ cơ (Automatic),32 mm,11 mm,Thép không gỉ 316L,Dây da cao cấp,Sapphire,5 ATM,Trung Quốc,24 tháng,,,
1580,LOBINNI,"3,650,000 VNĐ",L2008-2,LOBINNI,Thụy Sỹ,Nữ,Đồng hồ cơ (Automatic),32 mm,11 mm,Thép không gỉ 316L,Dây da cao cấp,Sapphire,5 ATM,Trung Quốc,24 tháng,,,
1581,LOBINNI,"3,650,000 VNĐ",L2008-3,LOBINNI,Thụy Sỹ,Nữ,Đồng hồ cơ (Automatic),32 mm,11 mm,Thép không gỉ 316L,Thép không gỉ 316L,Sapphire,5 ATM,Trung Quốc,24 tháng,,,
1582,LOBINNI,"4,860,000 VNĐ",L2065-6,LOBINNI,Thụy Sỹ,Nữ,Đồng hồ cơ (Automatic),36 mm,9.7 mm,Thép không gỉ 316L,Dây da cao cấp,Sapphire,5 ATM,Trung Quốc,24 tháng,,,
1583,LOBINNI,"4,860,000 VNĐ",L2065-7,LOBINNI,Thụy Sỹ,Nữ,Đồng hồ cơ (Automatic),36 mm,9.7 mm,Thép không gỉ 316L,Dây da cao cấp,Sapphire,5 ATM,Trung Quốc,24 tháng,,,
1584,LOBINNI,"4,860,000 VNĐ",L2065-8,LOBINNI,Thụy Sỹ,Nữ,Đồng hồ cơ (Automatic),36 mm,9.7 mm,Thép không gỉ 316L,Dây da cao cấp,Sapphire,5 ATM,Trung Quốc,24 tháng,,,
1585,LOBINNI,"4,860,000 VNĐ",L2065-9,LOBINNI,Thụy Sỹ,Nữ,Đồng hồ cơ (Automatic),36 mm,9.7 mm,Thép không gỉ 316L,Thép không gỉ 316L,Sapphire,5 ATM,Trung Quốc,24 tháng,,,
1586,LOBINNI,"4,860,000 VNĐ",L2065-10,LOBINNI,Thụy Sỹ,Nữ,Đồng hồ cơ (Automatic),36 mm,9.7 mm,Thép không gỉ 316L,Thép không gỉ 316L,Sapphire,5 ATM,Trung Quốc,24 tháng,,,
1587,LOBINNI,"2,850,000 VNĐ",L6013-5,LOBINNI,Thụy Sỹ,Nữ,Đồng hồ cơ (Automatic),36 mm,9.6 mm,Thép không gỉ 316L,Dây da cao cấp,Sapphire,5 ATM,Trung Quốc,24 tháng,,,
1588,LOBINNI,"2,850,000 VNĐ",L6013-6,LOBINNI,Thụy Sỹ,Nữ,Đồng hồ cơ (Automatic),36 mm,9.6 mm,Thép không gỉ 316L,Dây da cao cấp,Sapphire,5 ATM,Trung Quốc,24 tháng,,,
1589,LOBINNI,"2,850,000 VNĐ",L6013-7,LOBINNI,Thụy Sỹ,Nữ,Đồng hồ cơ (Automatic),36 mm,9.6 mm,Thép không gỉ 316L,Dây da cao cấp,Sapphire,5 ATM,Trung Quốc,24 tháng,,,
1590,LOBINNI,"4,960,000 VNĐ",L2081-1,LOBINNI,Thụy Sỹ,Nữ,Đồng hồ cơ (Automatic),33 mm,12 mm,Thép không gỉ 316L,Thép không gỉ 316L,Sapphire,5 ATM,Trung Quốc,24 tháng,,,
1591,LOBINNI,"4,960,000 VNĐ",L2081-2,LOBINNI,Thụy Sỹ,Nữ,Đồng hồ cơ (Automatic),33 mm,12 mm,Thép không gỉ 316L,Thép không gỉ 316L,Sapphire,5 ATM,Trung Quốc,24 tháng,,,
1592,LOBINNI,"4,960,000 VNĐ",L2081-3,LOBINNI,Thụy Sỹ,Nữ,Đồng hồ cơ (Automatic),33 mm,12 mm,Thép không gỉ 316L,Thép không gỉ 316L,Sapphire,5 ATM,Trung Quốc,24 tháng,,,
1593,LOBINNI,"4,960,000 VNĐ",L2081-4,LOBINNI,Thụy Sỹ,Nữ,Đồng hồ cơ (Automatic),33 mm,12 mm,Thép không gỉ 316L,Thép không gỉ 316L,Sapphire,5 ATM,Trung Quốc,24 tháng,,,
1594,LEONIDAS,"5,290,000 VNĐ",LD80173-2,LEONIDAS,Trung Quốc,Nữ,Đồng hồ cơ (Automatic),33 mm,12 mm,Thép không gỉ 316L - Đá Ceramic,Thép không gỉ 316L - Đá Ceramic,Sapphire,5 ATM,Trung Quốc,24 tháng,Nhật Bản (Japan Movt),,
1595,LEONIDAS,"5,290,000 VNĐ",LD80173-1,LEONIDAS,Trung Quốc,Nữ,Đồng hồ cơ (Automatic),33 mm,12 mm,Thép không gỉ 316L - Đá Ceramic,Thép không gỉ 316L - Đá Ceramic,Sapphire,5 ATM,Trung Quốc,24 tháng,Nhật Bản (Japan Movt),,
1596,LEONIDAS,"5,290,000 VNĐ",LD80173-3,LEONIDAS,Trung Quốc,Nữ,Đồng hồ cơ (Automatic),33 mm,12 mm,Thép không gỉ 316L,Dây da cao cấp,Sapphire,5 ATM,Trung Quốc,24 tháng,Nhật Bản (Japan Movt),,
1597,LEONIDAS,"5,290,000 VNĐ",LD80173-4,LEONIDAS,Trung Quốc,Nữ,Đồng hồ cơ (Automatic),33 mm,12 mm,Thép không gỉ 316L,Dây da cao cấp,Sapphire,5 ATM,Trung Quốc,24 tháng,Nhật Bản (Japan Movt),,
1598,LEONIDAS,"4,660,000 VNĐ",LD80172-1,LEONIDAS,Trung Quốc,Nữ,Đồng hồ cơ (Automatic),33 mm,11.8 mm,Thép không gỉ 316L - Đá Ceramic,Thép không gỉ 316L - Đá Ceramic,Sapphire,5 ATM,Trung Quốc,24 tháng,Nhật Bản (Japan Movt),,
1599,LEONIDAS,"4,660,000 VNĐ",LD80172-2,LEONIDAS,Trung Quốc,Nữ,Đồng hồ cơ (Automatic),33 mm,11.8 mm,Thép không gỉ 316L - Đá Ceramic,Thép không gỉ 316L - Đá Ceramic,Sapphire,5 ATM,Trung Quốc,24 tháng,Nhật Bản (Japan Movt),,
1600,LEONIDAS,"4,660,000 VNĐ",LD80172-3,LEONIDAS,Trung Quốc,Nữ,Đồng hồ cơ (Automatic),33 mm,11.8 mm,Thép không gỉ 316L - Đá Ceramic,Dây da cao cấp,Sapphire,5 ATM,Trung Quốc,24 tháng,Nhật Bản (Japan Movt),,
1601,LEONIDAS,"2,350,000 VNĐ",LD80125-1,LEONIDAS,Trung Quốc,Nữ,Đồng hồ điện tử (Pin),29 mm,8.8 mm,Thép không gỉ 316L - Đá Ceramic,Thép không gỉ 316L - Đá Ceramic,Sapphire,3 ATM,Trung Quốc,24 tháng,Nhật Bản (Japan Movt),,
1602,LEONIDAS,"1,990,000 VNĐ",LD80151-1,LEONIDAS,Trung Quốc,Nữ,Đồng hồ điện tử (Pin),27.3 mm,8 mm,Thép không gỉ 316L - Đá Ceramic,Thép không gỉ 316L - Đá Ceramic,Sapphire,3 ATM,Trung Quốc,24 tháng,Nhật Bản (Japan Movt),,
1603,LEONIDAS,"1,990,000 VNĐ",LD80152-1,LEONIDAS,Trung Quốc,Nữ,Đồng hồ điện tử (Pin),27.3 mm,8 mm,Thép không gỉ 316L - Đá Ceramic,Thép không gỉ 316L - Đá Ceramic,Sapphire,3 ATM,Trung Quốc,24 tháng,Nhật Bản (Japan Movt),,
1604,LEONIDAS,"2,650,000 VNĐ",LD80132-1,LEONIDAS,Trung Quốc,Nữ,Đồng hồ điện tử (Pin),29 mm,8.8 mm,Thép không gỉ 316L - Đá Ceramic,Thép không gỉ 316L - Đá Ceramic,Sapphire,3 ATM,Trung Quốc,24 tháng,Nhật Bản (Japan Movt),,
1605,LEONIDAS,"2,850,000 VNĐ",LD80126-1,LEONIDAS,Trung Quốc,Nữ,Đồng hồ điện tử (Pin),29 mm,8.8 mm,Thép không gỉ 316L - Đá Ceramic,Thép không gỉ 316L - Đá Ceramic,Sapphire,3 ATM,Trung Quốc,24 tháng,Nhật Bản (Japan Movt),,
1606,LEONIDAS,"2,850,000 VNĐ",LD80126-2,LEONIDAS,Trung Quốc,Nữ,Đồng hồ điện tử (Pin),29 mm,8.8 mm,Thép không gỉ 316L - Đá Ceramic,Thép không gỉ 316L - Đá Ceramic,Sapphire,3 ATM,Trung Quốc,24 tháng,Nhật Bản (Japan Movt),,
1607,LEONIDAS,"2,850,000 VNĐ",LD80127-1,LEONIDAS,Trung Quốc,Nữ,Đồng hồ điện tử (Pin),29 mm,8.8 mm,Thép không gỉ 316L - Đá Ceramic,Thép không gỉ 316L - Đá Ceramic,Sapphire,3 ATM,Trung Quốc,24 tháng,Nhật Bản (Japan Movt),,
1608,LEONIDAS,"2,850,000 VNĐ",LD80127-2,LEONIDAS,Trung Quốc,Nữ,Đồng hồ điện tử (Pin),29 mm,8.8 mm,Thép không gỉ 316L - Đá Ceramic,Thép không gỉ 316L - Đá Ceramic,Sapphire,3 ATM,Trung Quốc,24 tháng,Nhật Bản (Japan Movt),,
1609,LEONIDAS,"2,770,000 VNĐ",LD80135-1,LEONIDAS,Trung Quốc,Nữ,Đồng hồ điện tử (Pin),29 mm,8.8 mm,Thép không gỉ 316L - Đá Ceramic,Thép không gỉ 316L - Đá Ceramic,Sapphire,3 ATM,Trung Quốc,24 tháng,Nhật Bản (Japan Movt),,
1610,LEONIDAS,"2,360,000 VNĐ",LD80111-1,LEONIDAS,Trung Quốc,Nữ,Đồng hồ điện tử (Pin),28 mm,8 mm,Thép không gỉ 316L,Thép không gỉ 316L,Sapphire,3 ATM,Trung Quốc,24 tháng,Nhật Bản (Japan Movt),,
1611,LEONIDAS,"1,990,000 VNĐ",LD80159-1,LEONIDAS,Trung Quốc,Nữ,Đồng hồ điện tử (Pin),34x21 mm,6.6 mm,Thép không gỉ 316L,Dây da cao cấp,Sapphire,3 ATM,Trung Quốc,24 tháng,Nhật Bản (Japan Movt),,
1612,LEONIDAS,"1,990,000 VNĐ",LD80159-2,LEONIDAS,Trung Quốc,Nữ,Đồng hồ điện tử (Pin),34x21 mm,6.6 mm,Thép không gỉ 316L,Dây da cao cấp,Sapphire,3 ATM,Trung Quốc,24 tháng,Nhật Bản (Japan Movt),,
1613,LEONIDAS,"2,850,000 VNĐ",LD80130-1,LEONIDAS,Trung Quốc,Nữ,Đồng hồ điện tử (Pin),32 mm,8.8 mm,Thép không gỉ 316L - Đá Ceramic,Thép không gỉ 316L - Đá Ceramic,Sapphire,3 ATM,Trung Quốc,24 tháng,Nhật Bản (Japan Movt),,
1614,LEONIDAS,"2,850,000 VNĐ",LD80130-2,LEONIDAS,Trung Quốc,Nữ,Đồng hồ điện tử (Pin),32 mm,8.8 mm,Thép không gỉ 316L - Đá Ceramic,Thép không gỉ 316L - Đá Ceramic,Sapphire,3 ATM,Trung Quốc,24 tháng,Nhật Bản (Japan Movt),,
1615,LEONIDAS,"2,260,000 VNĐ",LD80171-1,LEONIDAS,Trung Quốc,Nữ,Đồng hồ điện tử (Pin),36 mm,13 mm,Thép không gỉ 316L,Dây da cao cấp,Sapphire,3 ATM,Trung Quốc,24 tháng,Nhật Bản (Japan Movt),,
1616,LEONIDAS,"2,260,000 VNĐ",LD80171-2,LEONIDAS,Trung Quốc,Nữ,Đồng hồ điện tử (Pin),36 mm,13 mm,Thép không gỉ 316L,Dây da cao cấp,Sapphire,3 ATM,Trung Quốc,24 tháng,Nhật Bản (Japan Movt),,
1617,LEONIDAS,"3,550,000 VNĐ",LD80129-1,LEONIDAS,Trung Quốc,Nữ,Đồng hồ cơ (Automatic),32.5 mm,12 mm,Thép không gỉ 316L - Đá Ceramic,Thép không gỉ 316L - Đá Ceramic,Sapphire,5 ATM,Trung Quốc,24 tháng,Nhật Bản (Japan Movt),,
1618,LEONIDAS,"3,550,000 VNĐ",LD80129-2,LEONIDAS,Trung Quốc,Nữ,Đồng hồ cơ (Automatic),32.5 mm,12 mm,Thép không gỉ 316L - Đá Ceramic,Thép không gỉ 316L - Đá Ceramic,Sapphire,5 ATM,Trung Quốc,24 tháng,Nhật Bản (Japan Movt),,
1619,LEONIDAS,"2,260,000 VNĐ",LD80178-1,LEONIDAS,Trung Quốc,Nữ,Đồng hồ điện tử (Pin),36 mm,13 mm,Thép không gỉ 316L,Dây da cao cấp,Sapphire,3 ATM,Trung Quốc,24 tháng,Nhật Bản (Japan Movt),,
1620,LOBINNI,"3,650,000 VNĐ",L2008-4,LOBINNI,Thụy Sỹ,Nữ,Đồng hồ cơ (Automatic),32 mm,11 mm,Thép không gỉ 316L,Thép không gỉ 316L,Sapphire,5 ATM,Trung Quốc,24 tháng,,,
1621,LEONIDAS,"1,990,000 VNĐ",LD80155-1,LEONIDAS,Trung Quốc,Nữ,Đồng hồ điện tử (Pin),27.3 mm,8 mm,Thép không gỉ 316L - Đá Ceramic,Thép không gỉ 316L - Đá Ceramic,Sapphire,3 ATM,Trung Quốc,24 tháng,Nhật Bản (Japan Movt),,
1622,LEONIDAS,"2,350,000 VNĐ",LD80125-2,LEONIDAS,Trung Quốc,Nữ,Đồng hồ điện tử (Pin),29 mm,8.8 mm,Thép không gỉ 316L - Đá Ceramic,Thép không gỉ 316L - Đá Ceramic,Sapphire,3 ATM,Trung Quốc,24 tháng,Nhật Bản (Japan Movt),,
1623,LEONIDAS,"2,650,000 VNĐ",LD80132-2,LEONIDAS,Trung Quốc,Nữ,Đồng hồ điện tử (Pin),29 mm,8.8 mm,Thép không gỉ 316L - Đá Ceramic,Thép không gỉ 316L - Đá Ceramic,Sapphire,3 ATM,Trung Quốc,24 tháng,Nhật Bản (Japan Movt),,
1624,LEONIDAS,"2,750,000 VNĐ",LD80131-1,LEONIDAS,Trung Quốc,Nữ,Đồng hồ điện tử (Pin),29 mm,8.8 mm,Thép không gỉ 316L - Đá Ceramic,Thép không gỉ 316L - Đá Ceramic,Sapphire,3 ATM,Trung Quốc,24 tháng,Nhật Bản (Japan Movt),,
1625,LEONIDAS,"2,750,000 VNĐ",LD80131-2,LEONIDAS,Trung Quốc,Nữ,Đồng hồ điện tử (Pin),29 mm,8.8 mm,Thép không gỉ 316L - Đá Ceramic,Thép không gỉ 316L - Đá Ceramic,Sapphire,3 ATM,Trung Quốc,24 tháng,Nhật Bản (Japan Movt),,
1626,LEONIDAS,"2,860,000 VNĐ",LD80206-1,LEONIDAS,Trung Quốc,Nữ,Đồng hồ điện tử (Pin),36x26 mm,10 mm,Thép không gỉ 316L,Dây da cao cấp,Sapphire,3 ATM,Trung Quốc,24 tháng,Nhật Bản (Japan Movt),,
1627,LEONIDAS,"2,860,000 VNĐ",LD80206-2,LEONIDAS,Trung Quốc,Nữ,Đồng hồ điện tử (Pin),36x26 mm,10 mm,Thép không gỉ 316L,Dây da cao cấp,Sapphire,3 ATM,Trung Quốc,24 tháng,Nhật Bản (Japan Movt),,
1628,LEONIDAS,"1,650,000 VNĐ",LD8019-1,LEONIDAS,Trung Quốc,Nữ,Đồng hồ điện tử (Pin),35x27 mm,10 mm,Thép không gỉ 316L,Dây da cao cấp,Sapphire,3 ATM,Trung Quốc,24 tháng,Nhật Bản (Japan Movt),,
1629,LEONIDAS,"1,650,000 VNĐ",LD8019-2,LEONIDAS,Trung Quốc,Nữ,Đồng hồ điện tử (Pin),35x27 mm,10 mm,Thép không gỉ 316L,Dây da cao cấp,Sapphire,3 ATM,Trung Quốc,24 tháng,Nhật Bản (Japan Movt),,
1630,LEONIDAS,"1,850,000 VNĐ",LD80195-1,LEONIDAS,Trung Quốc,Nữ,Đồng hồ điện tử (Pin),32 mm,9 mm,Thép không gỉ 316L,Dây da cao cấp,Sapphire,3 ATM,Trung Quốc,24 tháng,Nhật Bản (Japan Movt),,
1631,LEONIDAS,"1,850,000 VNĐ",LD80195-2,LEONIDAS,Trung Quốc,Nữ,Đồng hồ điện tử (Pin),32 mm,9 mm,Thép không gỉ 316L,Dây da cao cấp,Sapphire,3 ATM,Trung Quốc,24 tháng,Nhật Bản (Japan Movt),,
1632,LOBINNI,"1,850,000 VNĐ",L3012-11,LOBINNI,Thụy Sỹ,Nữ,Đồng hồ điện tử (Pin),28 mm,7 mm,Thép không gỉ 316L,Dây da cao cấp,Sapphire,3 ATM,Trung Quốc,24 tháng,,,
1633,LOBINNI,"1,850,000 VNĐ",L3012-12,LOBINNI,Thụy Sỹ,Nữ,Đồng hồ điện tử (Pin),28 mm,7 mm,Thép không gỉ 316L,Dây da cao cấp,Sapphire,3 ATM,Trung Quốc,24 tháng,,,
1634,LOBINNI,"1,850,000 VNĐ",L3012-13,LOBINNI,Thụy Sỹ,Nữ,Đồng hồ điện tử (Pin),28 mm,7 mm,Thép không gỉ 316L,Dây da cao cấp,Sapphire,3 ATM,Trung Quốc,24 tháng,,,
1635,LOBINNI,"1,850,000 VNĐ",L3012-14,LOBINNI,Thụy Sỹ,Nữ,Đồng hồ điện tử (Pin),28 mm,7 mm,Thép không gỉ 316L,Dây da cao cấp,Sapphire,3 ATM,Trung Quốc,24 tháng,,,
1636,LOBINNI,"1,850,000 VNĐ",L3012-15,LOBINNI,Thụy Sỹ,Nữ,Đồng hồ điện tử (Pin),28 mm,7 mm,Thép không gỉ 316L,Dây da cao cấp,Sapphire,3 ATM,Trung Quốc,24 tháng,,,
1637,LOBINNI,"1,850,000 VNĐ",L3012-16,LOBINNI,Thụy Sỹ,Nữ,Đồng hồ điện tử (Pin),28 mm,7 mm,Thép không gỉ 316L,Thép không gỉ 316L,Sapphire,3 ATM,Trung Quốc,24 tháng,,,
1638,LOBINNI,"1,850,000 VNĐ",L3012-17,LOBINNI,Thụy Sỹ,Nữ,Đồng hồ điện tử (Pin),28 mm,7 mm,Thép không gỉ 316L,Thép không gỉ 316L,Sapphire,3 ATM,Trung Quốc,24 tháng,,,
1639,LOBINNI,"1,850,000 VNĐ",L3012-19,LOBINNI,Thụy Sỹ,Nữ,Đồng hồ điện tử (Pin),28 mm,7 mm,Thép không gỉ 316L,Thép không gỉ 316L,Sapphire,3 ATM,Trung Quốc,24 tháng,,,
1640,LOBINNI,"1,850,000 VNĐ",L3012-18,LOBINNI,Thụy Sỹ,Nữ,Đồng hồ điện tử (Pin),28 mm,7 mm,Thép không gỉ 316L,Thép không gỉ 316L,Sapphire,3 ATM,Trung Quốc,24 tháng,,,
1641,LOBINNI,"1,850,000 VNĐ",L3012-20,LOBINNI,Thụy Sỹ,Nữ,Đồng hồ điện tử (Pin),28 mm,7 mm,Thép không gỉ 316L,Thép không gỉ 316L,Sapphire,3 ATM,Trung Quốc,24 tháng,,,
1642,LOBINNI,"2,950,000 VNĐ",L8014-2,LOBINNI,Thụy Sỹ,Nữ,Đồng hồ điện tử (Pin),"27,5x17 mm",7 mm,Thép không gỉ 316L,Thép không gỉ 316L,Sapphire,3 ATM,Trung Quốc,24 tháng,,,
1643,LOBINNI,"4,550,000 VNĐ",L2002-4,LOBINNI,Thụy Sỹ,Nữ,Đồng hồ cơ (Automatic),36 mm,9 mm,Thép không gỉ 316L,Dây da cao cấp,Sapphire,5 ATM,Trung Quốc,24 tháng,,,
1644,LOBINNI,"2,950,000 VNĐ",L8014-4,LOBINNI,Thụy Sỹ,Nữ,Đồng hồ điện tử (Pin),"27,5x17 mm",7 mm,Thép không gỉ 316L,Thép không gỉ 316L,Sapphire,3 ATM,Trung Quốc,24 tháng,,,
1645,KASSAW,"3,650,000 VNĐ",K858-7,KASSAW,Thụy Sỹ,Nữ,Đồng hồ cơ (Automatic),32 mm,11 mm,Thép không gỉ 316L,Thép không gỉ 316L,Sapphire,5 ATM,Trung Quốc,24 tháng,Nhật Bản (Japan Movt),,
1646,KASSAW,"1,650,000 VNĐ",K502,KASSAW,Thụy Sỹ,Nữ,Đồng hồ điện tử (Pin),30 mm,9 mm,Thép không gỉ 316L,Thép không gỉ 316L,Sapphire,3 ATM,Trung Quốc,24 tháng,Nhật Bản (Japan Movt),,
1647,KASSAW,"2,800,000 VNĐ",K918-1,KASSAW,Thụy Sỹ,Nữ,Đồng hồ điện tử (Pin),21 mm,7 mm,Thép không gỉ 316L,Thép không gỉ 316L,Sapphire,5 ATM,Trung Quốc,24 tháng,Nhật Bản (Japan Movt),,
1648,KASSAW,"2,800,000 VNĐ",K918-2,KASSAW,Thụy Sỹ,Nữ,Đồng hồ điện tử (Pin),21 mm,7 mm,Thép không gỉ 316L,Thép không gỉ 316L,Sapphire,5 ATM,Trung Quốc,24 tháng,Nhật Bản (Japan Movt),,
1649,KASSAW,"2,800,000 VNĐ",K918-3,KASSAW,Thụy Sỹ,Nữ,Đồng hồ điện tử (Pin),21 mm,7 mm,Thép không gỉ 316L,Dây da cao cấp,Sapphire,5 ATM,Trung Quốc,24 tháng,Nhật Bản (Japan Movt),,
1650,KASSAW,"2,800,000 VNĐ",K918-4,KASSAW,Thụy Sỹ,Nữ,Đồng hồ điện tử (Pin),21 mm,7 mm,Thép không gỉ 316L,Dây da cao cấp,Sapphire,5 ATM,Trung Quốc,24 tháng,Nhật Bản (Japan Movt),,
1651,KASSAW,"2,800,000 VNĐ",K918-5,KASSAW,Thụy Sỹ,Nữ,Đồng hồ điện tử (Pin),21 mm,7 mm,Thép không gỉ 316L,Dây da cao cấp,Sapphire,5 ATM,Trung Quốc,24 tháng,Nhật Bản (Japan Movt),,
1652,KASSAW,"1,350,000 VNĐ",K6002-1,KASSAW,Thụy Sỹ,Nữ,Đồng hồ điện tử (Pin),30.3 mm,9.5 mm,Thép không gỉ 316L,Thép không gỉ 316L,Sapphire,3 ATM,Trung Quốc,24 tháng,Nhật Bản (Japan Movt),,
1653,LOBINNI,"4,150,000 VNĐ",LBN.2007-1,LOBINNI,Thụy Sỹ,Nữ,Đồng hồ Automatic,33.5 mm,10.5 mm,Thép không gỉ 316L,Dây da cao cấp,Sapphire,5 ATM,Trung Quốc,24 tháng,,,
1654,LOBINNI,"4,150,000 VNĐ",LBN.2007-2,LOBINNI,Thụy Sỹ,Nữ,Đồng hồ Automatic,33.5 mm,10.5 mm,Thép không gỉ 316L,Dây da cao cấp,Sapphire,5 ATM,Trung Quốc,24 tháng,,,
1655,LOBINNI,"4,150,000 VNĐ",LBN.2007-3,LOBINNI,Thụy Sỹ,Nữ,Đồng hồ Automatic,33.5 mm,10.5 mm,Thép không gỉ 316L,Dây da cao cấp,Sapphire,5 ATM,Trung Quốc,24 tháng,,,
1656,LOBINNI,"4,150,000 VNĐ",LBN.2007-4,LOBINNI,Thụy Sỹ,Nữ,Đồng hồ Automatic,33.5 mm,10.5 mm,Thép không gỉ 316L,Dây da cao cấp,Sapphire,5 ATM,Trung Quốc,24 tháng,,,
1657,LOBINNI,"4,150,000 VNĐ",LBN.2007-5,LOBINNI,Thụy Sỹ,Nữ,Đồng hồ Automatic,33.5 mm,10.5 mm,Thép không gỉ 316L,Dây da cao cấp,Sapphire,5 ATM,Trung Quốc,24 tháng,,,
1658,LOBINNI,"4,250,000 VNĐ",L2010-3,LOBINNI,Thụy Sỹ,Nữ,Đồng hồ điện tử (Pin),33.5 mm,11 mm,Thép không gỉ 316L,Thép không gỉ 316L,Sapphire,5 ATM,Trung Quốc,24 tháng,,,
1659,Focus,"500,000 VNĐ",MF0234-3,Mini Focus,Trung Quốc,,Đồng hồ điện tử (Pin),36 mm,7.9 mm,Thép không gỉ 316L,Thép không gỉ 316L,Hardlex Crystal,30 m,Trung Quốc,12 tháng,,Nữ,
1660,LOBINNI,"4,950,000 VNĐ",L2060-6,LOBINNI,Thụy Sỹ,Nữ,Đồng hồ cơ (Automatic),34 mm,9 mm,Thép không gỉ 316L,Thép không gỉ 316L,Sapphire,5 ATM,Trung Quốc,24 tháng,,,
1661,LOBINNI,"1,570,000 VNĐ",L2004-3,LOBINNI,Thụy Sỹ,Nữ,Đồng hồ điện tử (Pin),30 mm,8 mm,Thép không gỉ 316L,Dây da cao cấp,Sapphire,5 ATM,Trung Quốc,24 tháng,,,
1662,LOBINNI,"4,950,000 VNĐ",L2060-8,LOBINNI,Thụy Sỹ,Nữ,Đồng hồ cơ (Automatic),34 mm,9 mm,Thép không gỉ 316L,Dây da cao cấp,Sapphire,5 ATM,Trung Quốc,24 tháng,,,
