,Thương hiệu,Giá tiền,Mã sản phẩm,giới tính,kiểu dáng,loại máy,phong cách,mặt kính,đường kính,chất liệu vỏ,độ dày,chất liệu dây,độ chịu nước,tính năng khác,bảo hành chính hãng,màu mặt,xuất xứ thương hiệu,bảo hành duy anh
2415,LONGINES,41.778.000,L4.908.2.11.8,Nam,Mặt tròn,Automatic (Máy cơ tự động),Sang trọng,Sapphire,36mm,Thép không gỉ mạ vàng công nghệ PVD,7.6mm,Thép không gỉ 316L mạ vàng công nghệ PVD,30m,"Caliber L591, 28.800vph, trữ cót 45h.",5 năm quốc tế,Trắng,Thụy Sỹ,5 năm (đã bao gồm Bảo hành Quốc tế)
2416,TISSOT,18.900.000,T137.407.11.091.00,Nam,Mặt tròn,Automatic (Máy cơ tự động),Sang trọng,Sapphire,40mm,Thép không gỉ 316L,10.9mm,Thép không gỉ 316L,100m,,2 năm quốc tế,Xanh Lá,Thuỵ Sỹ,5 năm (đã bao gồm Bảo hành Quốc tế)
2417,CALVIN KLEIN,5.166.000,K9H231V6,Nữ,Mặt tròn,Quartz (Máy pin - điện tử),Thời trang,Mặt kính cứng,32mm,Thép không gỉ 316L,,Dây da,30m,Lịch ngày,2 năm quốc tế,Trắng,Thụy Sỹ,5 năm (đã bao gồm Bảo hành Quốc tế). Thay pin miễn phí trọn đời.
2418,TISSOT,16.380.000,T024.417.27.051.00,Nam,Mặt vuông,Automatic (Máy cơ tự động),Sang trọng,Mặt kính cứng,,Thủy Tinh,,Vàng 18K,,,,Hồng,,
2419,MIDO,27.855.000,M021.407.33.411.00,Nam,Mặt tròn,Automatic (Máy cơ tự động),Sang trọng,Sapphire,40mm,Thép không gỉ mạ công nghệ PVD,10.84mm,Thép không gỉ mạ công nghệ PVD,50m,Lịch ngày.,2 năm quốc tế,Nâu,Thụy Sỹ,5 năm (đã bao gồm Bảo hành Quốc tế)
2420,TISSOT,24.885.000,T006.428.36.058.02,Nam,Mặt tròn,Automatic (Máy cơ tự động),Sang trọng,Sapphire,39.3mm,Thép không gỉ mạ vàng công nghệ PVD,11.55mm,Dây da,30m,Lịch ngày.,2 năm quốc tế,Đen,Thụy Sỹ,5 năm (đã bao gồm Bảo hành Quốc tế)
2421,LONGINES,36.630.000,L5.657.4.79.2,Nam,Mặt vuông,Automatic (Máy cơ tự động),Sang trọng,Sapphire,26.3mm x 32.1mm,Thép không gỉ 316L,,Dây da,30m,Lịch ngày.,5 năm quốc tế,Đen,Thụy Sỹ,5 năm lau dầu miễn phí
2422,TISSOT,6.867.000,T049.210.11.017.00,Nữ,Mặt tròn,Quartz (Máy pin - điện tử),Sang trọng,Sapphire,24.5mm x 23.6mm. Size dÃ¢y 12mm,Thép không gỉ 316L,6.6mm,Thép không gỉ 316L,100 m,Lịch ngày.,2 năm quốc tế,Trắng,Thụy Sỹ,5 năm (đã bao gồm Bảo hành Quốc tế). Thay pin miễn phí trọn đời.
2423,SEIKO,5.263.200,SRP203K1,Nam,Mặt tròn,Automatic (Máy cơ tự động),Thể thao sang trọng,Mặt kính cứng,43mm,Thép không gỉ 316L,,Thép không gỉ 316L,100m,"Lịch ngày, lịch thứ.",1 năm quốc tế,Trắng,Nhật Bản,5 năm lau dầu bảo dưỡng miễn phí
2424,TISSOT,22.995.000,T006.207.22.036.00,Nữ,Mặt tròn,Automatic (Máy cơ tự động),Sang trọng,Sapphire,29mm,Thép không gỉ mạ vàng công nghệ PVD,9mm,Thép không gỉ 316L mạ vàng công nghệ PVD,30m,"Lịch ngày, đính kim cương tại cọc số",2 năm quốc tế,Trắng,Thụy Sỹ,5 Năm ( Đã bao gồm bảo hành Quốc tế ).
2425,MIDO,25.047.000,M016.230.36.031.00,Nữ,Mặt tròn,Automatic (Máy cơ tự động),Thể thao sang trọng,Sapphire,33mm,Thép không gỉ mạ vàng công nghệ PVD,,Dây da,50m,"Lịch ngày, lịch thứ.",2 năm quốc tế,Trắng,Thụy Sỹ,5 năm (đã bao gồm Bảo hành Quốc tế)
2426,LONGINES,68.568.300,L2.257.5.11.7,Nữ,Mặt tròn,Automatic (Máy cơ tự động),Sang trọng,Sapphire,29mm,Thép không gỉ 316L/ Vàng 18K,,Thép không gỉ 316L/ Vàng 18K,30m,"Lịch ngày. Caliber L592, 28.800vph, trữ cót 40h.",5 năm quốc tế,Trắng,Thụy Sỹ,5 năm (đã bao gồm Bảo hành Quốc tế)
2427,LONGINES,69.102.000,L2.778.4.53.0,Nam,Mặt tròn,Automatic (Máy cơ tự động),Thể thao sang trọng,Sapphire,41mm,Thép không gỉ 316L,12mm,Dây da,30m,Lịch ngày. Đồng hồ 24h.,5 năm quốc tế,Đen,Thụy Sỹ,5 năm (đã bao gồm Bảo hành Quốc tế)
2428,LONGINES,137.016.000,L2.715.4.78.3,Nam,Mặt tròn,Automatic (Máy cơ tự động),Thể thao sang trọng,Sapphire,41mm x  41mm,Thép không gỉ 316L,16.1mm,Dây da,30m,"Lịch ngày, lịch thứ.",5 năm quốc tế,Trắng,Thụy Sỹ,5 năm (đã bao gồm Bảo hành Quốc tế)
2429,CITIZEN,4.156.500,BM6470-55E,Nam,Mặt tròn,Eco-Drive (Năng lượng ánh sáng),Sang trọng,Sapphire,39mm x 39mm,Thép không gỉ 316L,8mm,Thép không gỉ 316L,50m,Lịch ngày,1 năm quốc tế,Đen,Nhật Bản,
2430,DANIEL WELLINGTON,4.079.700,DW00100031-0503DW,Nam,Mặt tròn,Quartz (Máy pin - điện tử),Thời trang,Mặt kính cứng,36mm,Thép không gỉ mạ vàng công nghệ PVD,6mm,Dây dù,30m,"Thương hiệu Thụy Điển, máy Nhật Bản",2 năm quốc tế,Trắng,Thụy Điển,5 năm (đã bao gồm Bảo hành Quốc tế). Thay pin miễn phí trọn đời.
2431,CASIO,4.663.800,EFB-710D-2AVUDF,Nam,Mặt tròn,Quartz Chronograph (Máy pin bấm giờ thể thao),Hiện đại,Sapphire,41mm,Thép không gỉ 316L,10.5mm,Thép không gỉ 316L,100m,Lịch ngày. Chronograph.,1 năm quốc tế,Xanh lam,Nhật Bản,5 năm (đã bao gồm Bảo hành Quốc tế). Thay pin miễn phí trọn đời.
2432,HAMILTON,75.361.000,H51598990,Nam,Khác,Automatic (Máy cơ tự động),Thể thao,Sapphire,49mm - 52mm,Titanium mạ công nghệ PVD,,Dây dù,100m,"Caliber ETA 2671, trữ cót 43h.",2 năm quốc tế,Đen,Thụy Sỹ,5 năm (đã bao gồm Bảo hành Quốc tế).
2433,LONGINES,36.115.200,L4.755.2.32.8,Nam,Mặt tròn,Quartz (Máy pin - điện tử),Sang trọng,Sapphire,36mm,Thép không gỉ mạ vàng công nghệ PVD,5.2mm,Thép không gỉ 316L mạ vàng công nghệ PVD,30m,,2 năm quốc tế,Vàng,Thụy Sỹ,5 năm (đã bao gồm Bảo hành Quốc tế). Thay pin miễn phí trọn đời.
2434,TISSOT,15.678.000,T002.520.17.051.00,Nam,Mặt tròn,Cảm ứng,Sang trọng,Sapphire,43mm x 46.26mm x 15.35mm,Thép không gỉ 316L,,Dây da,100m,Cảm ứng,2 năm quốc tế,Đen,Thụy Sỹ,Thay pin miễn phí trọn đời
2435,LONGINES,37.518.300,L4.209.4.87.6,Nữ,Mặt tròn,Quartz (Máy pin - điện tử),Sang trọng,Sapphire,24mm,Thép không gỉ 316L,,Thép không gỉ 316L,30m,"Đính kim cương, mặt khảm ngọc trai.",2 năm quốc tế,Trắng,Thụy Sỹ,5 năm (đã bao gồm Bảo hành Quốc tế). Thay pin miễn phí trọn đời.
2436,OLYM PIANUS,7.542.000,OP9946AGS-X,Nam,Mặt Oval,Automatic (Máy cơ tự động),Sang trọng,Sapphire,45x38mm,Thép không gỉ 316L,,Thép không gỉ 316L,50m,,2 năm chính hãng,Xanh lam,Thụy Sỹ,5 Năm ( Đã bao gồm bảo hành Quốc tế ).
2437,FOSSIL,3.798.000,FS5932,Nam,Mặt vuông,Quartz (Máy pin - điện tử),Hiện đại,Mặt kính cứng,42mm,Thép không gỉ mạ vàng công nghệ PVD,,Thép không gỉ 316L mạ vàng công nghệ PVD,50m,Lịch ngày.,2 năm quốc tế,Đen,Mỹ,5 năm (đã bao gồm Bảo hành Quốc tế). Thay pin miễn phí trọn đời.
2438,CASIO,3.975.300,GA-2000-5ADR,Nam,Mặt tròn,Quartz Chronograph (Máy pin bấm giờ thể thao),Thể thao,Mặt kính cứng,48.7mm,Thép không gỉ 316L,14.1mm,Nhựa,200m,"lịch ngày, chức năng bấm giờ thể thao",5 năm quốc tế,Đen,Nhật Bản,Thay pin miễn phí trọn đời
2439,LONGINES,32.343.300,L4.821.4.12.6,Nam,Mặt tròn,Automatic (Máy cơ tự động),Sang trọng,Sapphire,34.5mm,Thép không gỉ 316L,,Thép không gỉ 316L,30m,Lịch ngày.,5 năm quốc tế,Trắng,Thụy Sỹ,5 năm (đã bao gồm Bảo hành Quốc tế)
2440,CITIZEN,2.792.250,BI5090-09A,Nam,Mặt tròn,Quartz (Máy pin - điện tử),Hiện đại,Mặt kính cứng,42mm,Thép không gỉ 316L,11mm,Dây da,50m,Lịch ngày.,1 năm quốc tế,Trắng,Nhật Bản,5 năm (đã bao gồm Bảo hành Quốc tế). Thay pin miễn phí trọn đời.
2441,TISSOT,13.230.000,T120.210.17.116.00,Nữ,Mặt tròn,Quartz (Máy pin - điện tử),Thể thao,Sapphire,36mm,Thép không gỉ 316L,9.7mm,Dây cao su,300m,Lịch ngày. Mặt số đính 8 viên kim cương tổng 0.0456 carat. EOL. Sapphire chống lóa.,2 năm quốc tế,Khảm trai,Thụy Sỹ,5 năm (đã bao gồm Bảo hành Quốc tế). Thay pin miễn phí trọn đời.
2442,CLAUDE BERNARD,4.180.000,20205.3.PN,Nữ,Mặt tròn,Quartz (Máy pin - điện tử),Thời trang,Sapphire,30mm,Thép không gỉ 316L,,Thép không gỉ 316L,30m,Vành đính đá Swarovski.,2 năm quốc tế,Trắng,Thụy Sỹ,5 năm (đã bao gồm Bảo hành Quốc tế). Thay pin miễn phí trọn đời.
2443,OLYM PIANUS,4.527.000,OP990-163AMS-X,Nam,Mặt tròn,Automatic (Máy cơ tự động),Hiện đại,Sapphire,40mm,Thép không gỉ 316L,,Thép không gỉ 316L,50m,,2 năm quốc tế,Xanh lam,Thụy Sỹ,5 Năm ( Đã bao gồm bảo hành Quốc tế ).
2444,ETERNA,44.550.000,2951.41.10.1322,Nam,Mặt tròn,Automatic (Máy cơ tự động),Sang trọng,Sapphire,41.5mm,Thép không gỉ 316L,9.6mm,Dây da,50m,Lịch ngày.,2 năm quốc tế,Trắng,Thụy Sỹ,5 năm (đã bao gồm Bảo hành Quốc tế)
2445,CITIZEN,7.361.000,AT0360-50E,Nam,Mặt tròn,Eco-Drive (Năng lượng ánh sáng),Sang trọng,Sapphire,43mm,Thép không gỉ 316L,12mm,Thép không gỉ 316L,100m,"Lịch ngày, Giờ quốc tế, đồng hồ 24h, Chronograph.",1 năm quốc tế,Xanh lam,Nhật Bản,
2446,TISSOT,9.450.000,T122.423.16.043.00,Nam,Mặt tròn,Quartz (Máy pin - điện tử),Sang trọng,Sapphire,40mm,Thép không gỉ 316L,7.6mm,Dây da,50m,Lịch ngày. Moonphase. EOL.,2 năm quốc tế,Xanh lam,Thụy Sỹ,5 năm (đã bao gồm Bảo hành Quốc tế). Thay pin miễn phí trọn đời.
2447,OLYMPIA STAR,3.348.000,OPA98022-80MS-X,Nam,Mặt tròn,Quartz (Máy pin - điện tử),Hiện đại,Sapphire,40mm,Thép không gỉ 316L,,Thép không gỉ 316L,30m,"Lịch ngày, lịch thứ, lịch tuần trăng",2 năm quốc tế,Xanh lam,Thụy Sỹ,5 năm (đã bao gồm Bảo hành Quốc tế). Thay pin miễn phí trọn đời.
2448,CASIO,3.197.700,MTP-M305L-2AVDF,Nam,Mặt chữ nhật,Quartz (Máy pin - điện tử),Hiện đại,Mặt kính cứng,44.5mm - 34mm,Thép không gỉ 316L,9.3mm,Dây da,50m,"Lịch thứ, lịch ngày. Chu kỳ trăng.",1 năm quốc tế,Xanh lam,Nhật Bản,5 năm (đã bao gồm Bảo hành Quốc tế). Thay pin miễn phí trọn đời.
2449,TISSOT,70.875.000,T917.310.76.113.00,Nữ,Mặt tròn,Quartz (Máy pin - điện tử),Sang trọng,Sapphire,27.3mm - 23.47mm,Vàng 18K,5.25mm,Dây da,30m,,2 năm quốc tế,Trắng,Thụy Sỹ,5 năm (đã bao gồm Bảo hành Quốc tế). Thay pin miễn phí trọn đời.
2450,ORIENT,2.507.500,FUNF7006B0,Nam,Mặt vuông,Quartz (Máy pin - điện tử),Sang trọng,Mặt kính cứng,41mm,Thép không gỉ 316L,8mm,Thép không gỉ 316L,30m,Lịch ngày.,1 năm quốc tế,Hồng,Nhật Bản,5 năm (đã bao gồm Bảo hành Quốc tế). Thay pin miễn phí trọn đời.
2451,SEIKO,7.132.500,SRPG47K1,Nam,Mặt tròn,Automatic (Máy cơ tự động),Thể thao,Hardlex Crystal,42.5mm,Thép không gỉ 316L,13.4mm,Thép không gỉ 316L,100m,"Lịch thứ, lịch ngày. Caliber 4R36, 24 chân kính, trữ cót 41h. Khối lượng 167g. Phiên bản giới hạn 11.000 chiếc.",1 năm quốc tế,Trắng,Nhật Bản,5 năm (đã bao gồm Bảo hành Quốc tế). Thay pin miễn phí trọn đời
2452,CITIZEN,4.207.500,BM6470-55A,Nam,Mặt tròn,Eco-Drive (Năng lượng ánh sáng),Sang trọng,Mặt kính cứng,39mm x 39mm,Thép không gỉ 316L,,Thép không gỉ 316L,5 atm,Lịch ngày,1năm quốc tế,Trắng,Nhật Bản,
2453,CITIZEN,8.657.250,CA0773-15E,Nam,Mặt tròn,Eco-Drive (Năng lượng ánh sáng),Thể thao,Mặt kính cứng,43mm,Thép không gỉ mạ vàng công nghệ PVD,12.5mm,Dây da,100m,Lịch ngày. Chronograph. Tachymeter.,1 năm quốc tế,Đen,Nhật Bản,5 năm (đã bao gồm Bảo hành Quốc tế)
2454,CITIZEN,7.637.250,NJ0125-11E,Nam,Mặt tròn,Automatic (Máy cơ tự động),Thể thao,Mặt kính cứng,43mm,Thép không gỉ mạ công nghệ PVD,12.4mm,Dây cao su,100m,Lịch ngày.,1 năm quốc tế,Đen,Nhật Bản,5 năm (đã bao gồm Bảo hành Quốc tế).
2455,CERTINA,16.272.000,C034.807.16.013.00,Nam,Mặt tròn,Automatic (Máy cơ tự động),Hiện đại,Sapphire,39mm,Thép không gỉ 316L,9.8mm,Dây da,100m,"Lịch ngày. Caliber Powermatic 80.111, 25 chân kính, trữ cót 80h. Sapphire chống lóa.",2 năm quốc tế,Trắng,Thụy Sỹ,5 Năm ( Đã bao gồm bảo hành Quốc tế ).
2456,LONGINES,41.400.000,L4.512.1.97.2,Nữ,Mặt tròn,Quartz (Máy pin - điện tử),Sang trọng,Sapphire,29mm,Thép không gỉ 316L,,Dây da,30m,Mặt số đính kim cương. Caliber L420.,2 năm quốc tế,Khảm trai,Thụy Sỹ,5 năm (đã bao gồm Bảo hành Quốc tế). Thay pin miễn phí trọn đời.
2457,TISSOT,10.710.000,T058.009.33.021.00,Nữ,Mặt tròn,Quartz (Máy pin - điện tử),Sang trọng,Sapphire,19.5mm,Thép không gỉ mạ vàng công nghệ PVD,5mm,Thép không gỉ 316L mạ vàng công nghệ PVD,30 m,,2 năm quốc tế,Vàng,Thụy Sỹ,5 năm (đã bao gồm Bảo hành Quốc tế). Thay pin miễn phí trọn đời.
2458,SEIKO,5.850.000,SUT323P1,Nữ,Mặt tròn,Quartz Solar (Năng lượng ánh sáng),Sang trọng,Hardlex Crystal,31mm,Thép không gỉ 316L,8mm,Thép không gỉ 316L,50m,Lịch ngày,1 năm quốc tế,Trắng,Nhật Bản,5 Năm ( Đã bao gồm bảo hành Quốc tế ).
2459,FREELOOK,2.007.000,F.4.1051.05,Nữ,Mặt tròn,Quartz (Máy pin - điện tử),Thời trang,Mặt kính cứng,28mm,Thép không gỉ mạ vàng công nghệ PVD,,Thép không gỉ 316L dạng lưới,50m,Cọc số đính đá swarovski,2 năm quốc tế,Xanh lam,Pháp,5 năm (đã bao gồm Bảo hành Quốc tế). Thay pin miễn phí trọn đời.
2460,CITIZEN,9.422.250,BM7525-84Y,Nam,Mặt tròn,Eco-Drive (Năng lượng ánh sáng),Hiện đại,Sapphire,39.2mm,Thép không gỉ mạ công nghệ PVD,9.5mm,Thép không gỉ mạ công nghệ PVD,50m,Lịch ngày.,1 năm quốc tế,Khảm trai,Nhật Bản,5 năm (đã bao gồm Bảo hành Quốc tế).
2461,LONGINES,54.252.000,L2.648.4.51.7,Nam,Mặt tròn,Automatic (Máy cơ tự động),Sang trọng,Sapphire,40mm,Thép không gỉ 316L,9.5mm,Dây da,30m,Lịch ngày.,5 năm quốc tế,Đen,Thụy Sĩ,5 năm (đã bao gồm Bảo hành Quốc tế)
2462,LONGINES,53.043.300,L2.793.4.78.6,Nam,Mặt tròn,Automatic (Máy cơ tự động),Sang trọng,Sapphire,40mm,Thép không gỉ 316L,9.8mm,Thép không gỉ 316L,30m,"Lịch ngày. Caliber L888, 25.200vph, trữ cót 64h.",5 năm quốc tế,Trắng,Thụy Sỹ,5 năm (đã bao gồm Bảo hành Quốc tế)
2463,ORIENT,8.100.500,FEZ09006W0,Nam,Mặt tròn,Automatic (Máy cơ tự động),Sang trọng,Sapphire,40mm,Thép không gỉ mạ vàng công nghệ PVD,12mm,Dây da,50m,Lịch ngày.,1 năm quốc tế,Trắng,Nhật Bản,5 năm lau dầu bảo dưỡng miễn phí
2464,ORIENT,3.621.000,FTT12001B0,Nam,Mặt tròn,Quartz Chronograph (Máy pin bấm giờ thể thao),Sang trọng,Mặt kính cứng,42mm,Thép không gỉ 316L,10mm,Thép không gỉ 316L,50m,Lịch ngày.,1 năm quốc tế,Đen,Nhật Bản,
2465,TISSOT,6.867.000,T049.410.11.037.01,Nam,Mặt tròn,Quartz (Máy pin - điện tử),Sang trọng,Sapphire,38mm x 36.6mm. Size dÃ¢y 19mm,Thép không gỉ 316L,8.63mm,Thép không gỉ 316L,100 m,Lịch ngày.,2 năm quốc tế,Trắng,Thụy Sỹ,5 năm (đã bao gồm Bảo hành Quốc tế). Thay pin miễn phí trọn đời.
2466,CITIZEN,Liên hệ,AT8218-81E,Nam,Mặt tròn,Eco-Drive (Năng lượng ánh sáng),Thể thao,Sapphire,44mm,Titanium,11mm,Titanium,100m,Lịch ngày. Chronograph. World Time. Radio Controlled. Lịch vạn niên.,1 năm quốc tế,Đen,Nhật Bản,5 năm (đã bao gồm Bảo hành Quốc tế).
2467,DANIEL WELLINGTON,5.571.000,DW00100620,Nữ,Mặt chữ nhật,Quartz (Máy pin - điện tử),Thời trang,Mặt kính cứng,20mm - 26mm,Thép không gỉ mạ vàng công nghệ PVD,6mm,Thép không gỉ 316L mạ vàng công nghệ PVD,30m,,2 năm quốc tế,Khảm trai,Thụy Điển,5 năm (đã bao gồm Bảo hành Quốc tế). Thay pin miễn phí trọn đời.
2468,TITONI,23.638.500,S-581,Nữ,Mặt tròn,Automatic (Máy cơ tự động),Sang trọng,Sapphire,29mm,Thép không gỉ 316L,9.1mm,Thép không gỉ 316L,50m,"Lịch ngày. Caliber ETA 2671(Sellita SW100), 25 chân kính, trữ cót 40h. Sapphire chống lóa.",2 năm quốc tế,Trắng,Thụy Sỹ,5 năm (đã bao gồm Bảo hành Quốc tế).
2469,TISSOT,5.364.000,T033.410.26.053.00,Nam,Mặt tròn,Quartz (Máy pin - điện tử),Sang trọng,Sapphire,,Thép không gỉ 316L,,Dây da,,,,Trắng,,5 năm (đã bao gồm Bảo hành Quốc tế). Thay pin miễn phí trọn đời.
2470,DANIEL WELLINGTON,3.483.900,DW00100235,Nữ,Mặt tròn,Quartz (Máy pin - điện tử),Thời trang,Mặt kính cứng,28mm,Thép không gỉ 316L,6mm,Dây da,30m,"Thương hiệu Thụy Điển, máy Nhật Bản",2 năm quốc tế,Đen,Thụy Điển,5 năm (đã bao gồm Bảo hành Quốc tế). Thay pin miễn phí trọn đời.
2471,CITIZEN,7.735.000,AT2424-82H,Nam,Mặt tròn,Eco-Drive (Năng lượng ánh sáng),Thể thao,Sapphire,42.4mm,Thép không gỉ 316L,10.2mm,Thép không gỉ 316L,50m,Lịch ngày. Chronograph,1 năm quốc tế,Đen,,5 năm (đã bao gồm Bảo hành Quốc tế)
2472,TISSOT,Liên hệ,T137.407.17.041.00,Nam,Mặt tròn,Automatic (Máy cơ tự động),Sang trọng,Sapphire,40mm,Thép không gỉ 316L,10.9mm,Dây cao su,100m,"Lịch ngày. Caliber Powermatic 80.111, 25 chân kính, trữ cót 80h. Sapphire chống lóa. Nivachron balance spring",2 năm quốc tế,Xanh lam,Thụy Sỹ,5 năm (đã bao gồm Bảo hành Quốc tế).
2473,LONGINES,25.146.000,L4.790.2.32.8,Nam,Mặt tròn,Quartz (Máy pin - điện tử),Sang trọng,Sapphire,38.5mm,Thép không gỉ mạ vàng công nghệ PVD,,Thép không gỉ 316L mạ vàng công nghệ PVD,30m,Lịch ngày.,2 năm quốc tế,Vàng,Thụy Sỹ,5 năm (đã bao gồm Bảo hành Quốc tế). Thay pin miễn phí trọn đời.
2474,SEIKO,9.562.500,SSB391P1,Nam,Mặt tròn,Quartz Chronograph (Máy pin bấm giờ thể thao),Thể thao,Hardlex Crystal,41.6mm,Titanium,14.2mm,Titanium,100m,Lịch ngày. Chronogaph.,1 năm quốc tế,Đen,Nhật Bản,5 năm (đã bao gồm Bảo hành Quốc tế). Thay pin miễn phí trọn đời
2475,HAMILTON,9.163.000,H69419933,Nam,Mặt tròn,Đồng hồ cơ lên giây cót bằng tay ( Manual winding ),Quân đội,Sapphire,38mm,Thép không gỉ 316L,9.3mm,Dây dù,50m,"Lịch ngày. Caliber ETA 2804-2, trữ cót 44h.",2 năm quốc tế,Đen,Thụy Sỹ,5 năm (đã bao gồm Bảo hành Quốc tế).
2476,MIDO,25.047.000,M037.407.22.031.01,Nam,Mặt tròn,Automatic (Máy cơ tự động),Hiện đại,Sapphire,39mm,Thép không gỉ mạ vàng công nghệ PVD,10mm,Thép không gỉ 316L mạ vàng công nghệ PVD,50m,Lịch ngày.,2 năm quốc tế,Trắng,Thụy Sỹ,5 năm (đã bao gồm Bảo hành Quốc tế).
2477,SEIKO,4.374.000,SGGA61P1S,Nam,Mặt tròn,Quartz (Máy pin - điện tử),Hiện đại,Sapphire,36.7mm,Thép không gỉ 316L,8.1mm,Thép không gỉ 316L mạ vàng công nghệ PVD,100m,"Lịch ngày, lịch thứ.",1 năm quốc tế,Xanh lam,Nhật Bản,5 năm (đã bao gồm Bảo hành Quốc tế). Thay pin miễn phí trọn đời.
2478,HAMILTON,46.376.000,H77916920,Nam,Mặt tròn,Automatic Chronograph (Máy cơ tự động bấm giờ thể thao),Sang trọng,Sapphire,45mm,Thép không gỉ 316L,,Dây dù,100m,"lịch ngày, chức năng bấm giờ thể thao",2 năm chính hãng,Nâu,Thụy Sỹ,5 Năm ( Đã bao gồm bảo hành Quốc tế ).
2479,FREELOOK,1.782.000,F.1.1108.04,Nữ,Mặt tròn,Quartz (Máy pin - điện tử),Thời trang,Mặt kính cứng,30mm,Thép không gỉ 316L,,Dây da,30m,,2 năm quốc tế,Trắng,Pháp,5 năm (đã bao gồm Bảo hành Quốc tế). Thay pin miễn phí trọn đời.
2480,TISSOT,58.590.000,T926.210.76.041.00,Nữ,Mặt tròn,Quartz (Máy pin - điện tử),Sang trọng,Sapphire,31.8mm,Vàng 18K,5.8mm,Dây da,30m,Caliber ETA 902.101,2 năm quốc tế,Xanh lam,Thụy Sỹ,5 năm (đã bao gồm Bảo hành Quốc tế). Thay pin miễn phí trọn đời.
2481,CALVIN KLEIN,6.561.000,K6L2MB16,Nữ,Mặt tròn,Quartz (Máy pin - điện tử),Thời trang,Mặt kính cứng,29mm,Thép không gỉ mạ vàng công nghệ PVD,,Thép không gỉ 316L dạng lắc,30m,Size M,2 năm quốc tế,Trắng,Thụy Sĩ,5 năm (đã bao gồm Bảo hành Quốc tế). Thay pin miễn phí trọn đời.
2482,ORIENT,13.617.000,RE-AT0202E00B,Nam,Mặt tròn,Automatic (Máy cơ tự động),Hiện đại,Mặt kính cứng,40.4mm,Thép không gỉ 316L,12.8mm,Dây da,50m,"Open Heart. Cal.F6R42, 22 chân kính, 21.600vph, trữ cót 50h. Đồng hồ báo năng lượng.",2 năm quốc tế,Xanh Lá,Nhật Bản,5 năm (đã bao gồm Bảo hành Quốc tế)
2483,CITIZEN,4.751.500,AN3616-75E,Nam,Mặt tròn,Quartz Chronograph (Máy pin bấm giờ thể thao),Sang trọng,Mặt kính cứng,41mm,Thép không gỉ mạ vàng công nghệ PVD,11.2mm,Thép không gỉ 316L mạ vàng công nghệ PVD,50m,Lịch ngày. Chronograph,1 năm quốc tế,Đen,Nhật Bản,5 năm (đã bao gồm Bảo hành Quốc tế). Thay pin miễn phí trọn đời
2484,TISSOT,51.030.000,T043.210.11.117.01,Nam,Mặt vuông,Automatic (Máy cơ tự động),Sang trọng,Mặt kính cứng,,Thủy Tinh,,Vàng 18K,,,,Hồng,,
2485,CERTINA,10.818.000,C021.810.16.037.01,Nữ,Mặt tròn,Quartz (Máy pin - điện tử),Hiện đại,Sapphire,38mm,Thép không gỉ 316L,7.5mm,Dây da,100m,Lịch ngày.,2 năm quốc tế,Trắng,Thụy Sỹ,5 năm (đã bao gồm Bảo hành Quốc tế). Thay pin miễn phí trọn đời.
2486,CALVIN KLEIN,5.391.000,K8G23126,Nữ,Mặt tròn,Quartz (Máy pin - điện tử),Thời trang,Mặt kính cứng,28mm,Thép không gỉ 316L,6.4mm,Thép không gỉ 316L dạng lưới,30m,,2 năm quốc tế,Trắng,Thụy Sĩ,5 năm (đã bao gồm Bảo hành Quốc tế). Thay pin miễn phí trọn đời.
2487,TITONI,27.840.900,SRG-689,Nam,Mặt tròn,Automatic (Máy cơ tự động),Hiện đại,Sapphire,40mm,Thép không gỉ mạ vàng công nghệ PVD,9.7mm,Thép không gỉ 316L,50m,"Lịch ngày. Caliber Sellita SW200-1, 26 chân kính, trữ cót 40h. Sapphire chống lóa.",2 năm quốc tế,Trắng,Thụy Sỹ,5 năm (đã bao gồm Bảo hành Quốc tế).
2488,LONGINES,62.100.000,L3.374.4.40.2,Nữ,Mặt tròn,Automatic (Máy cơ tự động),Thể thao sang trọng,Sapphire,36mm,Thép không gỉ 316L,11.9mm,Dây dù,300m,"Lịch ngày. Caliber L592, 28.800vph, trữ cót 45h. Sapphire chống lóa. Swiss Super-LumiNova®.",5 năm quốc tế,Đỏ,Thụy Sỹ,5 năm (đã bao gồm Bảo hành Quốc tế)
2489,CALVIN KLEIN,6.804.000,K7A23646,Nữ,Mặt tròn,Quartz (Máy pin - điện tử),Sang trọng,Mặt kính cứng,38mm,Thép không gỉ mạ vàng công nghệ PVD,,Thép không gỉ 316L dạng lắc,30m,,2 năm quốc tế,Trắng,Thụy Sỹ,5 năm (đã bao gồm Bảo hành Quốc tế). Thay pin miễn phí trọn đời.
2490,CITIZEN,5.355.000,AN3500-53E,Nam,Mặt tròn,Quartz Chronograph (Máy pin bấm giờ thể thao),Thể thao,Mặt kính cứng,43mm,Thép không gỉ 316L,,Thép không gỉ 316L,100m,Lịch ngày. Chronograph,1 năm quốc tế,Đen,Nhật Bản,5 năm (đã bao gồm Bảo hành Quốc tế)
